SiteID,X,Y,Location
4019,308821,231002,NAAS ROAD (RED COW) M50 (NOT ON MAP)
4020,311318,227963,TALLAGHT ROUNDABOUT (NOT ON MAP)
4021,308590,230922,NAAS ROAD MONASTERY
4022,308876,231021,NAAS ROAD BALLYMOUNT  TURNPIKE
4023,308761,230977,RED COW  CAR PARK ENTRANCE
4024,323606,227227,JOHNSTOWN ROAD MAPLE MANOR (NOT ON MAP)
4025,,,M1  Swords Road  Airport
4026,307605,235210,SANDYFORD ROTARY(NOT ON MAP)
4027,,,LEHAUNSTOWN WEST M50(NOT ON MAP)
4028,,,M50 LEHAUNSTOWN EAST(NOT ON MAP)
4029,316801,240010,SWORDS RD SANTRY AVE CHURCH LANE
4030,316843,240133,SWORDS RD COOLOCK LANE SANTRY DEMESNE
4031,317023,240087,COOLOCK LANE OAK PARK
4032,,,Swords Road  Airport Entrance
4033,,,Airport  Corballis Way  Cargo 2
4035,,,Airport  Hangar 5 Roundabout
4036,,,Navan Rd Bridge OOT
4037,,,Navan Rd Bridge ITT
4038,,,N2 / Charlestown
4040,,,Ballymun Rd @ IKEA
4045,,,Naul Rd @ NCT Centre
4047,,,Ballymun Rd @ M50 Slip Lane Peds
4048,308735,238455,N3 Interchange @ Total Fitness
4049,,,N3 Interchange @ Dunsink Lane
4050,,,N3 Interchange @ James Connolly Memorial Hospital
4051,,,N3 Ped between Auburn Ave & Railway Bridge
4052,,,Castleknock Rd/Chesterfield Avenue
4053,,,Castleknock Rd/Auburn Avenue
4054,,,Castleknock Rd/College Rd
4055,,,Castleknock Rd/Beechpark Rd
4056,,,Castleknock Rd/Park Lodge Rd
4057,,,Park Lodge Rd Castleknock Ave/Laurel Lodge Rd/Parklands
4058,,,Castleknock Rd/Roselawn Avenue
4059,,,Main St Blanch/Castleknock Rd (Bell Pub)
4060,,,Main St / River Rd
4061,,,Main St / Church Avenue
4062,,,Castelknock Rd @ Oak Lodge Pedestrian
4063,,,Castelknock Rd @ Chesterfiedl Ave Pedestrian
4101,,,WATERFORD
4102,,,WATERFORD
4103,,,WATERFORD
4104,,,WATERFORD
4105,,,WATERFORD
4106,,,WATERFORD
4107,,,WATERFORD
4108,,,WATERFORD
4109,,,WATERFORD
4110,,,WATERFORD
4111,,,WATERFORD
4112,,,WATERFORD
4113,,,WATERFORD
4114,,,WATERFORD
4115,,,WATERFORD
4116,,,WATERFORD
4117,,,WATERFORD
4118,,,WATERFORD
4119,,,WATERFORD
4120,,,WATERFORD
4121,,,WATERFORD
4122,,,WATERFORD
4123,,,WATERFORD
4124,,,WATERFORD
4125,,,WATERFORD
4126,,,WATERFORD
4127,,,WATERFORD
4128,,,WATERFORD
4129,,,null
4130,,,null
4131,,,null
5001,325848,221439,WICKLOW
5002,,,WICKLOW
5003,326363,220848,WICKLOW
5004,326393,220757,WICKLOW
5005,326378,220651,WICKLOW
5006,326272,220363,WICKLOW
5007,326424,220037,WICKLOW
5008,326651,219515,WICKLOW
5009,,,WICKLOW
5010,316900,233000,WICKLOW
5011,,,WICKLOW
5012,,,WICKLOW
6000,,,TEST 1  TEST 2
6001,,,Stillorgan Rd @ Trees Rd
6002,,,Stillorgan Rd @ Priory Drive(T123A)
6003,320545,229272,STILLORGAN ROAD BREWERY ROAD(NOT ON MAP)
6004,321727,228409,BRAY RD / N11 SPRINGFIELD(NOT ON MAP)
6006,321909,228333,STILLORGAN ROAD KILL LANE BRAY ROAD(NOT ON MAP)
6007,322060,228197,BRAY ROAD WESTMINSTER ROAD(NOT ON MAP)
6008,320380,227100,STILLORGAN RD STILLORGAN PARK(NOT ON MAP)
6009,322378,228015,MART LANE N11(NOT ON MAP)
6010,322909,227530,BRAY ROAD / N11 CLONKEEN ROAD(NOT ON MAP)
6011,323530,227060,STILLORGAN ROAD JOHNSTOWN ROAD /N11(NOT ON MAP)
6013,309250,233750,CABINTEELY VILLAGE OLD BRAY RD BRENNANSTOWN RD(NOT ON MAP)
6014,320620,227130,STILLORGAN ROAD GALLOPING GREEN PED(NOT ON MAP)
6015,,,Cornelscourt Link Road / N11
6016,,,Bray Rd/N11 @ Beech Park
6017,,,Bray Rd / N11 @ St Lawrences
6018,320484,229454,STILLORGAN RD ST JOHN OF GODS(NOT ON MAP)
6020,,,Frascati Rd@Georges Ave(P407)
6021,321199,229554,MOUNT MERRION AVE ROCK ROAD FRASCATI ROAD
6022,321281,229535,FRASCATI ROAD ROCK ROAD
6023,321459,229317,FRASCATI ROAD CARYSFORT AVENUE
6024,321785,229207,BLACKROCK BY-PASS BARCLAY COURT
6025,322005,229009,NEWTOWN AVE TEMPLE HILL
6026,322027,229155,NEWTOWN AVE SEAPOINT AVE
6027,322069,228885,MONKSTOWN BLACKROCK BYPASS
6028,322147,228721,STRADBROOK NEWTOWNPARK AVE
6029,319681,228590,DRUMMARTIN ROAD BLACKTHORN DRIVE(NOT ON MAP)
6030,320855,229837,BLACKROCK CLINIC ROCK ROAD
6031,320260,230250,BOOTERSTOWN ROCK ROAD
6032,319946,230554,ROCK ROAD TRIMLESTON AVENUE
6033,318781,229147,FOSTERS AVENUE ROEBUCK ROAD
6034,,,BLACKTHORN DRIVE BLACKTHORN ROAD BEACON COURT (OUT OF RANGE)
6035,,,BLACKTHORN DRIVE BLACKTHORN ROAD BEACON COURT (OUT OF RANGE)
6036,,,BLACKTHORN DRIVE CARMANHALL ROAD
6037,,,CARMANHALL ROAD BUS GATE
6038,,,Fosters Ave@North Ave(T180)
6039,318183,226473,Sandyford Road  Blackthorn Drive
6040,,,N11 Inbound  Wyattville Bridge
6041,,,Wyattville Bridge  East
6042,,,Wyattville Bridge  East
6043,,,Wyattville Road  Wyattville Close
6044,,,Wyattville Road  Loughlinstown Drive
6045,,,Wyattville Road  Old Wyattville Road
6046,,,Wyattville Rd @ Glenageary/Churchview Rd(T522)
6047,,,Wyattville Rd @ Glenageary/Church Rd(T114)
6049,,,Rochestown Av/Rochestown Pk/Granitfield(T517)
6051,,,Belfield Overbridge East Side(T510)
6052,,,Bakers Corner@ Abbey Rd/Pottery Rd(T115A)
6053,,,Rochestown Rd/Pottery Rd(T115B)
6054,,,Deansgrange Rd@Clonkeen Rd/(Foleys Cor)(T116)
6055,,,Nutgrove Ave/Meadow Park (Texas)(T365)
6056,,,Nutgrove Ave/Whitehall Rd(T340)
6057,,,Clonskeagh Rd@Beechhill(T366)
6058,,,Beechill Rd / Belfield Business Pk
6059,,,York Rd / Tivoli Rd (T396)
6060,,,Monkstown Ave/Monkstown Farm (Dcc 6060)(T578)
6061,,,Mount Merrion Ave/Cross Ave(T383)
6063,,,Kilmacud Rd Lwr/Old Stillorgan Rd(T129)
6067,,,Ballyogan Road @ Glencairn Cresent
6068,,,Ballyogan Road @ Glenbourne Road
6069,,,Ballyogan Road @ Ballyogan Ave West
6070,,,Ballyogan Road @ Ballyogan Ave East
6072,,,Ballyogan Road @ Ballyogan Wood
6073,,,Blackrock Main St@Carysfort Ave/Temple Rd(T388)
6074,,,Churchtown Rd Upr@Sweetmount(T540)
6075,,,Dundrum Rd@Taney Rd/Churchtown Rd Upr(T105)
6076,,,Dundrum By-Pass@Dundrum Village(T544)
6077,,,Sandyford Road/Wyckham By-Pass(T533)
6078,,,Sandyford Rd@Balally Drive
6079,,,Sandyford Rd@Balally Rd
6080,,,Sandyford Rd@Dun Emer Rd
6081,,,Sandyford Rd@ Balally Hill
6082,,,Sandyford Rd@Clonard Road(T508)
6084,,,Lambs Cross(Enniskerry Rd/Hillcrest)(T107)
6085,,,Drumartin Link@Kilmacud Road Upper(T557)
6086,,,Drumartin Link@Kilmacud Road Lower(T558)
6088,,,Goatstown Rd@Taney Rd (The Goat)(T130)
6092,,,Goatstown Rd@Roebuck Rd(T102)
6093,,,Clonskeagh Rd@Bird Ave(T103)
6094,,,Clonskeagh Rd@Wynnsward Drive(T320)
6095,,,Drummartin Link Rd@Blackthorn Ave Ext
6096,,,Blackthorn Ave Ext@Blackthorn Drive
6102,,,Monkstown Ring Road/Carysfort Ave(T511)
6103,,,Monkstown Ring Road@Newtownpark Ave
6104,,,Monkstown Ring Rd @ Deansgrange Rd
6105,,,Monkstown Ring Rd @ Rowanbyrn
6106,,,Monkstown Ring Rd @ Annanville Av
6110,,,Adelaide Rd @ Eden Rd (T503)
6111,,,Albert Rd/Hudson Rd@Elton Park(T504)
6112,,,Albert Road@The Metals(P538)
6113,,,Avondale Rd@Killiney S.C. R/A (Audio)(P534)
6114,,,Avondale Rd@St Josephs Of Cluny(P527)
6115,,,Ballinclea Rd@At Oakdene(P562)
6116,,,Ballinteer@Wyckham/Woodpark &The Heights(P523)
6117,,,Ballinteer Av@Grange Rd(Decomissioned)(T172)
6118,,,Ballinteer Ave@Spar Supermarket(P240)
6119,,,Ballinteer Avenue@Broadford Road(T543)
6120,,,Ballinteer Rd@Ballinteer Av(Decomissioned)(P257)
6121,,,Ballinteer Rd@Ballinteer Ave. Sth Of Rdb(P524)
6122,,,Ballinteer Rd@Ballinteer Ave/ Shop(P525)
6123,,,Ballinteer Rd@Barton Rd R/A(P246)
6124,,,Ballybrack Crossroads@Church Rd/Wyattville Rd(T506)
6125,,,Ballybrack Village Ped(P418)
6126,,,Ballyogan Rd@Kilgobbin Rd(T529)
6127,,,Ballyogan Rd@Entrance To Dunnes Stores(T573)
6128,,,Barton Rd East@Beaumont Ave(T349)
6129,,,Birches Lane@Birchfield Avenue(P557)
6130,,,Blackrock Main Street@Idrone Tce/Bath Place(T507)
6131,,,Blackthorn Ave@Luas Terminal(P567)
6132,,,Blackthorn Ave@Birch Ave.(T574)
6133,,,Blackthorn Avenue@West Luas Car Park(P580)
6134,,,Blackthorn Avenue@Burton Hall Road(T541)
6135,,,Blackthorn Rd@Blackthorn Ave/Thripple Ped(P544)
6136,,,Blackthorn Rd@St Raphaelas(P428)
6137,,,Blackthorn Road@Corrig Road(P579)
6138,,,Booterstown Ave@Cross Ave(T382)
6139,,,Booterstown Avenue@Rosemount(P571)
6140,,,Braemor Rd@Shopping Centre (P274)
6141,,,Braemor Rd@Braemor Park(T339)
6142,,,Braemor Rd/Landscape Ave(P275)
6143,,,Bray Rd@Glenageary D.C.(T111)
6144,,,Bray Rd@Cherrywood/Cherrywood Rd(T521)
6146,,,Brewery Rd@Leopardstown Avenue(T518)
6147,,,Brewery Road@Woodford(T539)
6148,,,Brighton Rd@Glenamuck Rd(T538)
6149,,,Broadford Rd@St Attractas`S School(P543)
6150,,,Broadford Rd@Scoil Nathi/Lleewellan(P545)
6151,,,Burton Hall Road@Blackthorn Rd(T400)
6152,,,Carmanhall Road@Arkle Road(P566)
6153,,,Carrickbrennan Road@Church(P561)
6154,,,Carysfort Ave@Convent Rd/Brookfield Ave(T512)
6155,,,Bray Rd@Cherrywood U-Turn(T523)
6156,,,Church Rd Phase 3@Arnold Park (Audio)(P532)
6157,,,Church Rd Phase 3@Opp Arnold Grove (Audio)(P531)
6158,,,Church Rd Phase 3@Glenageary Rd Upp R/A (Audio)(P530)
6159,,,Church Rd Phase 3@Killiney S.C. (Audio)(P533)
6160,,,Churchtown Rd Upr And Lwr(T131)
6161,,,Churchtown Road Lwr@Orwell Road(T519)
6162,,,Churchtown Road Upper@Notre Dame Sch(Audio)(Led)(P547)
6163,,,Churchview Rd@Our Lady of Good Council Sch(P589)
6164,,,Churchview Rd@Opp Park(P574)
6165,,,Churchview Rd@S.C.(Audio)(P289)
6166,,,Clonkeen Rd@Meadowvale(Audio )(Led)(P549)
6167,,,Clonskeagh Rd@Whitebeam(P202)
6168,,,Clonskeagh Road@Wynnsward Park(P201)
6169,,,Cornellscourt Hill Rd/Park Drive(P582)
6170,,,Crofton Road@Harbour Square(P586)
6171,,,Deansgrange Cemetry(P209)
6172,,,Deansgrange Rd@Stradbrook Rd(T119)
6173,,,Dodder Park Rd@Dodder Rd Lwr/Woodside.(T513)
6174,,,Dublin Road@Loughlinstown R/A(P560)
6175,,,Dublin Road@Shankill/Stonebridge Road(T576)
6176,,,Dundrum By-Pass@Entrance To Car Park (T575)
6177,,,Dundrum Bypass@Castlebrook(P541)
6178,,,Dundrum By-Pass@Dundrum S.C. Car Park(T565)
6179,,,Drumcondra Cross@Kilmacud Road Upper (Audio)(T106)
6180,,,Dundrum Rd@Bird Ave(T104)
6181,,,Drumdrum Rd@Farrenboly Park (Audio)(P203)
6182,,,Dundrum Road@Milltown Bridge(P518)
6183,,,Dundrum Village@Opp Shopping Centre (Audio)(P205)
6184,,,Dundrum@Mulvey Park (Audio)(P239)
6185,,,Dundrum@Rosemont (Audio)(P238)
6186,,,Eden Road@The Metals(P539)
6187,,,Enniskerry Rd@Aikens Village(T569)
6188,,,Enniskerry Road@Ballychorus Road(T549)
6189,,,Enniskerry Road@Stepaside Village(T553)
6190,,,Georges St Lr@York Rd(T395)
6191,,,Georges St Upper@Lower Glenageary Rd(T398)
6192,,,Georges St Upper@Marine Rd/ Georges St Lower Audio(T399)
6193,,,George's Street Lwr@Convent Road(T577)
6194,,,Glasthule Rd@Adelaide Rd(T502)
6195,,,Glenageary Rd Lower@Corrig Rd(T397)
6196,,,Glenageary Rd Upp@R/A  To Mounttown (Audio)(P529)
6197,,,Glenageary Rd Upp@Adelaide Rd (Audio)(P415)
6198,,,Glenageary Rd Upp@Dunmore (Audio)(P414)
6199,,,Glenalbyn Rd@Lawnswood Pk(P421)
6200,,,Glenalbyn Rd@Linden Lea Pk(P422)
6201,,,Goatstown Rd@Goatstown Ave(P526)
6202,,,Goatstown Rd@Larchfield(T566)
6203,,,Goatstown Rd@Our Ladys Grove(P214)
6204,,,Grange Road@At Entrance To Marley Park(P521)
6205,,,Grange Road@Stonemasons Way(T532)
6206,,,Green Route@Ballinteer Ave/Grange/Rd(T531)
6207,,,Green Route@Highfield /Marley Est(T315)
6208,,,Green Route@Kingstown(T530)
6209,,,Harolds Grange Road@Kellystown Road(T526)
6210,,,Johnstown Rd@Pottery Rd(T331)
6211,,,Johnstown Road@Granville Road(T562)
6212,,,Kill Ave Ped(P419)
6213,,,Kill Lane @ Foxrock Ave.(P596)
6214,,,Kilmacud Link Road@Blackthorn Avenue/Luas Crossing(T547)
6215,,,Kilmacud Lwr/Drummartin Post Office(P213)
6216,,,Kilmacud Rd Lwr At Mill House(P211)
6217,,,Kilmacud Rd Lwr/Redesdale Rd(P212)
6218,,,Kilmacud Rd Upper At Benildus School(P401)
6219,,,Kilmacud Rd Upr And Lwr/South Ave(T128)
6220,,,Kilmacud Rd Upr/Birches Lane(T568)
6221,,,Kilmacud Rd upper@Kilmacud Park Stlaurencesschool(P515)
6222,,,Kilmacud Rd/Sydenham Rd(T328)
6223,,,Kilmacud Road Upr/Kilmacud Road Extension(T570)
6224,,,Kilternan Rd At Garage(P576)
6225,,,Leopardstown Rd/Torquay Rd(T318)
6226,,,Leopardstown Road/Central Park(T536)
6227,,,Lower Georges St. Junc Convent Rd/Sussex Rd(P585)
6228,,,Lwr Eden Rd  Glasthule Nr Harold School(P591)
6229,,,Marine Rd/Crofton Rd(T501)
6230,,,Merrion Avenue At South Hill Avenue(P595)
6231,,,Merrion Avenue At Southwood Park(P594)
6232,,,Merrion Avenue At Sydney Avenue(P593)
6233,,,Monkstown Avenue At Bluepool(P564)
6234,,,Monkstown Rd@Eaton Sq(Audio)(P410)
6235,,,Monkstown Rd/Goggins Pub(P411)
6236,,,Monkstown Road @ Monkstown Valley(P587)
6237,,,Mountown Road Upper Outside C.B.C.(P572)
6238,,,Mounttown At Mc C Ormacks Public House(P583)
6239,,,Mt Anvill Road At Mt Anvill School / Audio / Led(P546)
6240,,,Murphystown Cross (Sandyford)(T108)
6241,,,Newtown Park Ave/Newtown Park(T163)
6242,,,Newtown Park/Carysfort Ave(T345)
6243,,,Newtownpark Ave/HollyparkP559)
6244,,,Newtownsmith/Islington Ave(P568)
6245,,,Newtownsmith/Link Road(P569)
6246,,,North Avenue At Church(P536)
6247,,,Nutgrove Avenue/Loreto Avenue(T525)
6248,,,Nutgrove Avenue/Oakdown Road(P516)
6249,,,Nutgrove Way At Shopping Centre(P406)
6250,,,Old Bray Rd/Cornelscourt Village(P208)
6251,,,Old Bray Road/Cornelscourt Hill Road(T524)
6252,,,Old Dublin Rd @ Woodbrook Golf Club(P551)
6253,,,Old Dublin Rd Bus Gate @ Shanganagh Cemetry(T548)
6254,,,Old Dublin Rd Nr Crinken Glen  Shankill(P590)
6255,,,Old Dublin Rd Shankill @ At St Anns Church(P550)
6256,,,Pearse Street(P575)
6257,,,Queens Road / Park Road(T563)
6258,,,Queens Road/East Pier (Audio)(P536)
6259,,,Rathsallagh Rd At School(P563)
6260,,,Rochestown Ave/Johnstown Rd(T162)
6261,,,Rochestown Ave/Killiney S.C.(P245)
6262,,,Rochestown Ave/Sallynoggin Rd(P577)
6263,,,Rochestown Ave/Sallynoggin Rd(T301)
6264,,,Rochestown Avenue/Rehab Hospital(P247)
6265,,,Sallynoggin Rd At Glenageary Rd Up R/A (P528)
6266,,,Sallynoggin Rd/Sarsfield St.(P426)
6267,,,Sallynoggin Road P.O.(P413)
6268,,,Salthill Dart Station.(P424)
6269,,,SANDYCOVE RD (Audio)(417)
6270,,,Sandycove Rd/Sandycove Ave West(T505)
6271,,,Sandycove Road/The Metals(P537)
6272,,,Sandyford Rd/Kilgobbin Rd (T323)
6273,,,Sandyford Rd/New Dundrum Shopping Centre(P556)
6274,,,Sandyford Rd/Parkvale Est(P259)
6275,,,Sandyford Road @ Shopping Center(P592)
6276,,,Sandyford Road/Dundrum Sc (Plaza)(P565)
6277,,,Seapoint Avenue At Brighton Vale(P570)
6278,,,Seapoint Dart Station(P423).
6279,,,Shanganagh Rd/Shankill S.C.(T324)
6280,,,Shanganagh Road@Commons Road(T545)
6281,,,Shanganagh Road@Hazelwood(P540)
6282,,,Shankill Village Ped(P206)
6283,,,Stepaside Village(Audio)(P241)
6284,,,Stillorgan Rd@Belfield Overbridge West(T534)
6285,,,Stillorgan Shopping Centre(P244)
6286,,,Stonemasons Way (Audio)(P284)
6287,,,Stradbrook Rd@Rockford Manor School(P425)
6288,,,Taney Rd@Sydenham Rd(P204)
6289,,,Taney Road@Birches Lane(T552)
6290,,,The Rise Toucan(P548)
6291,,,Tivoli Rd@Mulgrave Tce(T509)
6292,,,Upper Georges St@Corrig Ave/Adelaide St(P588)
6293,,,Westminster Rd@Foxrock Village(T306)
6294,,,Whitehall Road @ Good Sheperd School(P584)
6295,,,Windsor Terrace(Audio)(P416)
6296,,,Windsor Terrace@Queens Rd/Park Rd(T516)
6297,,,Wyckam By-Pass Extension@Luas Car Park(T560)
6298,,,Wyckham By-Pass (Ped Lights)(P522)
6299,,,Wyckham Way@Kilmacud Rd Upr(T551)
6300,,,Murphystown Rd / Glencairn Rd
6301,,,Laughanstown Rd Crossing
6302,,,Temple Rd Pedestrian Crossing(P408)
6303,,,Castle Street(P573)
6304,,,Blackthorn Dr@ Sandyford Shopping Cr(P520)
6305,,,Blackthorn Dr@Wedgewood Estate Ped(P263)
6306,,,Churchtown Rd / Nutgrove Ave
6307,,,Georges St @ Corrig Rd
6308,,,Kill Ave Ped @ Fire Station
6309,,,Glenageary Rd Uppr / Kill lane
6310,,,Kill Ave / Honey Park
6311,,,Glenageary Rd Uppr @ Honey Park
6312,,,Ballyogan Rd @ Murphystown Rd
6313,,,Leopardstown Rd @ Murphystown Rd
6314,,,Murphystown Rd Pedestrian
6315,,,Leopardstown Rd @ ESB roundabout
6316,,,Brewery Rd Pedestrian @ Leopardstown Rd Roundabout
6317,,,Leopardstown Rd Pedestrian @ Leopardstown Rd Roundabout
6318,,,Stonemasons Way @ Marley Court South
6319,,,Taney Rd @ Luas
6322,,,Bird Avenue
6323,,,Merrion Ave @ Sydney Ave
6324,,,Merrion Ave @ Southwood Park
6325,,,Merrion Ave @ South Hill Ave
6326,,,Roebuck Rd Pedestrian
6327,,,Monkstown Farm @ Shops
6328,,,Kilmacud Rd Upper @ Lakelands Drive
6329,,,Kilmacud Rd Lower @ Overflow Car Park
6330,,,Yankee Tce @ Monkstown Ring Rd
6331,,,Adelaide Rd @ The Metals
6332,,,Castlepark Rd @ The Metals
6333,,,Barnhill Rd @ The Metals
6334,,,Glencairn Luas Stop @ Murphystown Rd
6335,,,Sallynoggin Rd (West of Maxol Garage)
6336,,,Bellarmine @ Aikens Village
6337,,,Rathsallagh Rd @ Bridge
6338,,,Ballinteer Rd @ Slang River Bridge Crossing
6339,,,Glengeary Rd Upper @ Glengeary Woods
6340,,,Brewery Rd @ Leopardstown Roundabout
6341,,,Leopardstown Rd @ Racecourse
6342,,,Brewery Rd @ Old Harcourt St Line Greenway
6343,,,Kill Ave @ Fire Station
6344,,,Rochestown Ave @ Sallynoggin Rd
6345,,,Dodder Park @ Dodder Rd Lower / Woodside
6346,,,Windosr Tce @ Queens Rd / Park Rd
6347,,,Georges St Lower @ Library Rd
6348,,,Stillorgan Rd @ Fosterbrook
6349,,,Leopardstown Rd @ Murphystown Rd (Decomissioned)
6350,,,Enniskerry Rd @ Glenamuck Rd (Golden Ball)
6351,,,Ballyedmonduff Rd @ Ballybetagh Rd (Jonnie Foxes)
6352,,,Glenageary Rd Upper @ New Development
8900,318097,234377,NORTH WALL QUAY EAST WALL ROAD EAST LINK BRIDGE
8901,318091,234260,EAST LINK BRIDGE
8902,318427,234108,EAST LINK TOLL SEAN MOORE ROAD (NO SITE)
9001,,,KILMACUD RD. UPPER BLACKHORN AVE **BACKUP**
9023,,,Donore Avenue @ St Catherines (Zebra crossing)
9024,,,Belmont Ave (Zebra crossing)
9112,,,null
9179,,,null
9566,,,null
9745,,,null
9816,318227,235029,DPT 3 TOLL PLAZA-TOLKA QY
9818,318289,235022,DPT 1 BOND ROAD
9832,317084,236109,RICHMOND RD FAIRVIEW STRAND
9909,317084,236109,RICHMOND RD FAIRVIEW STRAND
9911,,,null
9912,,,null
9913,,,null
9944,314455,234529,BLACKHALL PLACE BLACKHALL STREET
9945,314323,234931,MANORSTREET MANOR PLACE KIRWAN STREET
9946,314131,235161,PRUSSIA STREET AUGHRIM PED
9978,,,null
9979,,,null
9989,,,null
9992,,,ROAD A ROAD B
9993,,,null
9994,,,CRATER WEST CRATER EAST THE BOWL (NO SITE)
9995,,,null
9998,,,null
45000,,,null
45001,,,null
51001,,,N11 LOUGHLINSTOWN D (NO SITE)
51002,,,N11 SLIP WYATTVILLE ROAD R118(NO SITE)
51003,,,WYATTVILLE ROAD LOUGHLINSTOWN DRIVE(NO SITE)
51004,,,R118 N11 SLIP(NO SITE)
51005,,,WYATTVILLE CLOSE WYATTVILLE ROAD(NO SITE)
52001,,,MERRION RD AILESBURY RD(NO SITE)
56869,,,YEA THERES A FEW(NO SITE)
56969,,,MAIN SIDE 1 SIDE 2(NO SITE)
NEW,316696,234372,City Quay  Lombard Street East
